ClaimNb,Predicted
0.0,0.0917449
0.0,0.028326785
0.0,0.023883324
0.0,0.06218916
0.0,0.07343491
0.0,0.018983778
0.0,0.08756965
0.0,0.0505968
0.0,0.016356317
0.0,0.120685786
0.0,0.06976007
0.0,0.015793948
0.0,0.21225353
0.0,0.09670422
0.0,0.011003546
0.0,0.0043736077
0.0,0.06946945
0.0,0.14522268
0.0,0.015403022
0.0,0.081471965
0.0,0.04382261
0.0,0.07000923
0.0,0.06787521
0.0,0.01910448
0.0,0.09904724
0.0,0.06555896
0.0,0.030912505
0.0,0.028083067
0.0,0.046335254
0.0,0.035326958
0.0,0.0115690855
0.0,0.050476912
0.0,0.15915807
0.0,0.0847693
0.0,0.026672393
0.0,0.025829941
0.0,0.111362524
0.0,0.009924564
0.0,0.021040535
0.0,0.036833297
0.0,0.07367773
0.0,0.06455632
0.0,0.0149753215
0.0,0.09574969
0.0,0.021820385
1.0,0.032063507
0.0,0.053838998
0.0,0.05911556
0.0,0.040063467
0.0,0.0225145
0.0,0.08299372
0.0,0.082361646
0.0,0.039096445
0.0,0.063693054
0.0,0.02537703
0.0,0.05968715
0.0,0.011912515
0.0,0.056797553
0.0,0.04577731
0.0,0.02769859
0.0,0.033109978
0.0,0.05858653
0.0,0.087700486
0.0,0.09623663
0.0,0.060763154
0.0,0.062461417
0.0,0.022332951
0.0,0.018994508
0.0,0.08967571
0.0,0.009385193
0.0,0.104232475
0.0,0.007385223
0.0,0.06864855
1.0,0.1813876
0.0,0.005325866
0.0,0.038339764
0.0,0.03884464
0.0,0.045927286
0.0,0.061688434
0.0,0.07817005
0.0,0.028315846
0.0,0.12000277
0.0,0.060486156
0.0,0.06961217
0.0,0.044859264
0.0,0.05682976
0.0,0.07207837
1.0,0.05720988
0.0,0.037566148
0.0,0.06834385
0.0,0.056594588
0.0,0.0128322225
0.0,0.15291204
0.0,0.011374434
0.0,0.07311908
0.0,0.14345422
0.0,0.011728466
0.0,0.059685
0.0,0.09929496
0.0,0.054215897
0.0,0.020675708
0.0,0.029090865
0.0,0.00972566
0.0,0.03939539
0.0,0.108806476
0.0,0.054378595
0.0,0.016566625
0.0,0.05038687
0.0,0.06375983
0.0,0.07732251
0.0,0.051928394
1.0,0.098763354
0.0,0.0782242
0.0,0.03425614
0.0,0.04317403
0.0,0.045612097
0.0,0.048207723
0.0,0.04213644
0.0,0.021221746
0.0,0.05706137
0.0,0.30665243
0.0,0.06419068
0.0,0.06721562
0.0,0.0482355
0.0,0.046973318
0.0,0.0120808715
0.0,0.07140614
0.0,0.04971227
0.0,0.06713602
0.0,0.013020498
0.0,0.044847168
0.0,0.04392998
0.0,0.044612348
0.0,0.045646362
0.0,0.011490604
0.0,0.048772022
0.0,0.021324951
0.0,0.010403011
0.0,0.017699266
0.0,0.028864753
0.0,0.053917225
0.0,0.0069684433
0.0,0.023859398
0.0,0.06757652
0.0,0.01984573
0.0,0.052156698
0.0,0.06270385
0.0,0.053848572
0.0,0.0344674
0.0,0.020725613
0.0,0.07482213
0.0,0.05069788
0.0,0.028437626
0.0,0.018787893
2.0,0.040109906
0.0,0.049881455
0.0,0.050889514
0.0,0.054680265
0.0,0.06649053
0.0,0.09287679
0.0,0.02761752
0.0,0.007268649
0.0,0.028014002
0.0,0.005050851
0.0,0.06899373
0.0,0.07533825
0.0,0.015545763
0.0,0.064987704
0.0,0.05367562
0.0,0.05298416
0.0,0.013887636
0.0,0.057478476
0.0,0.014993664
0.0,0.13043815
0.0,0.044388674
0.0,0.035467178
0.0,0.11185645
0.0,0.012181465
0.0,0.04264202
0.0,0.08555129
0.0,0.07320462
0.0,0.17022899
0.0,0.027386544
0.0,0.060516447
0.0,0.0724027
0.0,0.042602897
0.0,0.013717139
0.0,0.04471644
0.0,0.06757393
0.0,0.06408275
0.0,0.06341041
1.0,0.04183934
0.0,0.011934285
0.0,0.044066
0.0,0.040582012
0.0,0.017185895
0.0,0.07354993
0.0,0.07289329
0.0,0.008647105
0.0,0.028626546
0.0,0.015706558
0.0,0.08157919
0.0,0.03277953
0.0,0.04123079
0.0,0.07646551
0.0,0.041738026
0.0,0.049413733
1.0,0.09430871
0.0,0.021506414
1.0,0.0863966
0.0,0.0073016435
0.0,0.007361684
0.0,0.053600926
0.0,0.03650425
0.0,0.07544441
0.0,0.035880923
0.0,0.067964494
0.0,0.071538165
0.0,0.048150953
0.0,0.009586084
0.0,0.07804398
0.0,0.07120799
0.0,0.018349258
0.0,0.087823875
0.0,0.05992177
0.0,0.040969662
0.0,0.010809536
0.0,0.06514224
0.0,0.061553404
0.0,0.008288718
0.0,0.021291554
0.0,0.05870318
0.0,0.009251257
0.0,0.09257008
0.0,0.048141047
0.0,0.036878467
0.0,0.025019431
0.0,0.024109941
0.0,0.028868448
0.0,0.03612601
0.0,0.09222132
0.0,0.0639902
0.0,0.017154954
0.0,0.15199187
0.0,0.08096467
0.0,0.09292279
2.0,0.34328482
0.0,0.04658455
0.0,0.093823925
0.0,0.020932361
0.0,0.027925259
0.0,0.030455718
0.0,0.037597284
0.0,0.080772325
0.0,0.011311736
0.0,0.03770604
0.0,0.00975687
0.0,0.19482525
0.0,0.110752285
0.0,0.016021116
0.0,0.065272585
0.0,0.06599205
0.0,0.055523984
0.0,0.03214946
0.0,0.07679882
0.0,0.17579299
0.0,0.04820124
0.0,0.08614455
0.0,0.10780484
0.0,0.01985885
0.0,0.04277116
0.0,0.020698424
0.0,0.048814856
0.0,0.09648539
0.0,0.07349738
0.0,0.03543837
0.0,0.0070644906
0.0,0.05298789
1.0,0.09390928
0.0,0.039929353
0.0,0.015270531
0.0,0.037055157
0.0,0.014609221
0.0,0.071614385
0.0,0.04889799
0.0,0.011786858
0.0,0.048361104
0.0,0.010078436
0.0,0.013458216
0.0,0.09176498
0.0,0.08719319
0.0,0.008822023
0.0,0.034878198
1.0,0.24656813
0.0,0.064987116
0.0,0.066599116
0.0,0.010929776
0.0,0.06450401
0.0,0.05865592
0.0,0.058009945
0.0,0.026621327
0.0,0.028797334
0.0,0.03320234
0.0,0.0895068
0.0,0.04476901
0.0,0.037785124
0.0,0.028147338
0.0,0.055403173
0.0,0.027061615
0.0,0.03086134
0.0,0.037951935
0.0,0.05965754
0.0,0.081758745
0.0,0.050049257
0.0,0.058181092
0.0,0.007640663
0.0,0.04173041
0.0,0.060573727
0.0,0.034573447
0.0,0.08227962
0.0,0.068696246
0.0,0.09138713
0.0,0.26261917
0.0,0.012490038
0.0,0.077761106
0.0,0.011247886
0.0,0.06124371
0.0,0.015693674
0.0,0.013651964
0.0,0.03920629
0.0,0.02044882
0.0,0.02695493
0.0,0.008074074
0.0,0.05360996
0.0,0.03484472
0.0,0.016154673
0.0,0.06528824
0.0,0.041820213
0.0,0.014539399
0.0,0.08463624
0.0,0.03796066
0.0,0.07372585
0.0,0.10149372
0.0,0.026835322
0.0,0.083242446
0.0,0.0697057
0.0,0.03496413
0.0,0.060942985
0.0,0.03600173
0.0,0.033177976
0.0,0.048104823
0.0,0.032492734
0.0,0.06398294
0.0,0.027343705
0.0,0.05369034
1.0,0.04331363
0.0,0.076698475
0.0,0.05154931
0.0,0.069218345
0.0,0.041859824
0.0,0.03367528
0.0,0.0049489
0.0,0.015985655
0.0,0.061799135
0.0,0.009526826
0.0,0.054314926
0.0,0.13594127
0.0,0.065280735
0.0,0.063732974
0.0,0.02457919
0.0,0.040082328
0.0,0.062033407
0.0,0.02791012
0.0,0.034280945
0.0,0.058720693
0.0,0.02242824
0.0,0.054810017
0.0,0.11464255
0.0,0.02136055
0.0,0.018827721
1.0,0.124231
0.0,0.034197964
0.0,0.04473149
0.0,0.046779856
0.0,0.08137629
0.0,0.014722547
0.0,0.041298043
0.0,0.058863204
0.0,0.07578982
0.0,0.0042338464
0.0,0.059364803
0.0,0.07740471
0.0,0.044633396
0.0,0.086171396
0.0,0.03534943
0.0,0.04440804
0.0,0.022997398
0.0,0.05408442
0.0,0.0035919372
0.0,0.013318787
0.0,0.067051195
1.0,0.2045623
0.0,0.08424093
0.0,0.028373728
0.0,0.024496246
0.0,0.027415236
1.0,0.17966011
0.0,0.09425076
0.0,0.03228193
0.0,0.048333786
1.0,0.10261782
0.0,0.08716785
0.0,0.10504064
0.0,0.012846727
0.0,0.066184126
0.0,0.053680778
0.0,0.06939406
0.0,0.053316116
0.0,0.014627868
0.0,0.11245918
0.0,0.0569484
0.0,0.046834707
0.0,0.047021072
0.0,0.014108326
1.0,0.0813716
0.0,0.06513289
0.0,0.10024434
0.0,0.098424785
1.0,0.048613973
0.0,0.047651537
0.0,0.12920275
0.0,0.021183388
0.0,0.025452184
0.0,0.059958857
0.0,0.09659634
0.0,0.049588095
0.0,0.055502012
0.0,0.01732194
0.0,0.06267382
0.0,0.017729294
0.0,0.037523627
0.0,0.021485677
0.0,0.022450686
0.0,0.021361787
0.0,0.1419425
0.0,0.053693246
0.0,0.021132046
0.0,0.12877958
0.0,0.079414874
0.0,0.0056627356
0.0,0.110025235
0.0,0.07786899
0.0,0.031966835
0.0,0.07832034
0.0,0.034735586
0.0,0.36272958
0.0,0.07436168
0.0,0.03338338
0.0,0.048884936
0.0,0.06512339
0.0,0.014761673
0.0,0.005739344
0.0,0.0367242
0.0,0.0816049
0.0,0.06558707
0.0,0.01120186
0.0,0.050143313
0.0,0.08923191
0.0,0.05011125
1.0,0.09122604
1.0,0.075030155
0.0,0.18174687
0.0,0.09517163
0.0,0.074279286
0.0,0.06830646
0.0,0.077464
0.0,0.04236508
1.0,0.079396814
1.0,0.23644295
0.0,0.037008684
0.0,0.045102708
0.0,0.034956094
0.0,0.024053702
0.0,0.009774234
0.0,0.02790722
0.0,0.05401259
0.0,0.06583818
0.0,0.05714341
0.0,0.013867917
0.0,0.0866508
0.0,0.0139569845
0.0,0.09664849
0.0,0.05024217
0.0,0.051613655
1.0,0.09271475
0.0,0.017727256
0.0,0.06221258
0.0,0.047497686
0.0,0.08392999
0.0,0.050495174
0.0,0.058660176
0.0,0.076970525
0.0,0.043928407
0.0,0.046151333
0.0,0.041698605
0.0,0.047631025
0.0,0.08664126
0.0,0.02875385
0.0,0.09396003
0.0,0.053330813
0.0,0.046075933
0.0,0.042374242
0.0,0.066018164
0.0,0.046306297
1.0,0.044451825
