ClaimNb,Predicted
0.0,0.096177354
0.0,0.028998336
0.0,0.021575062
0.0,0.060186222
0.0,0.07347008
0.0,0.024355792
0.0,0.08795349
0.0,0.057002004
0.0,0.018279482
0.0,0.10858723
0.0,0.06651157
0.0,0.015911408
0.0,0.24662337
0.0,0.09498366
0.0,0.012324838
0.0,0.003945265
0.0,0.06993746
0.0,0.116022
0.0,0.015163816
0.0,0.07434564
0.0,0.044605203
0.0,0.069691814
0.0,0.07114112
0.0,0.019170359
0.0,0.090080135
0.0,0.06791368
0.0,0.028174127
0.0,0.030584782
0.0,0.043935657
0.0,0.022706252
0.0,0.011719298
0.0,0.059116334
0.0,0.14255475
0.0,0.098613
0.0,0.024649583
0.0,0.029328696
0.0,0.122254014
0.0,0.008225967
0.0,0.019000959
0.0,0.038213246
0.0,0.07114858
0.0,0.06547912
0.0,0.01790783
0.0,0.0980749
0.0,0.023565674
1.0,0.037557594
0.0,0.05731252
0.0,0.06313572
0.0,0.043257818
0.0,0.022542208
0.0,0.080607265
0.0,0.07945148
0.0,0.03581339
0.0,0.064151846
0.0,0.029728308
0.0,0.06532466
0.0,0.012529891
0.0,0.05831149
0.0,0.049146086
0.0,0.028769534
0.0,0.029951736
0.0,0.057715274
0.0,0.076437026
0.0,0.104863584
0.0,0.06334788
0.0,0.061474748
0.0,0.025851296
0.0,0.0137415705
0.0,0.08354002
0.0,0.008982846
0.0,0.09974419
0.0,0.0058605485
0.0,0.07173922
1.0,0.15236282
0.0,0.007343652
0.0,0.039421197
0.0,0.036348004
0.0,0.048531592
0.0,0.051215522
0.0,0.07913507
0.0,0.031205112
0.0,0.106702015
0.0,0.06970544
0.0,0.06779389
0.0,0.053911235
0.0,0.05557862
0.0,0.07238971
1.0,0.061603907
0.0,0.040316068
0.0,0.06833841
0.0,0.059760638
0.0,0.01795633
0.0,0.1504102
0.0,0.014199276
0.0,0.075452775
0.0,0.12590283
0.0,0.010612087
0.0,0.0587949
0.0,0.09993276
0.0,0.058344614
0.0,0.025903177
0.0,0.027568594
0.0,0.0078066275
0.0,0.03662735
0.0,0.09558634
0.0,0.055102848
0.0,0.015546186
0.0,0.04342645
0.0,0.06282731
0.0,0.07811236
0.0,0.07207316
1.0,0.08986115
0.0,0.07696518
0.0,0.038792443
0.0,0.04584835
0.0,0.04726768
0.0,0.05248572
0.0,0.04268507
0.0,0.020953074
0.0,0.058255155
0.0,0.3743528
0.0,0.05423568
0.0,0.06727048
0.0,0.042027816
0.0,0.05010642
0.0,0.01352527
0.0,0.07238959
0.0,0.04846166
0.0,0.07398206
0.0,0.010999177
0.0,0.045483768
0.0,0.043931887
0.0,0.04540682
0.0,0.044415522
0.0,0.011498968
0.0,0.04639999
0.0,0.023728173
0.0,0.00997884
0.0,0.012892709
0.0,0.030570697
0.0,0.06282512
0.0,0.0067968643
0.0,0.025275093
0.0,0.072575465
0.0,0.024637386
0.0,0.054572873
0.0,0.054297663
0.0,0.0513736
0.0,0.03527227
0.0,0.02226679
0.0,0.072134085
0.0,0.053027987
0.0,0.030466894
0.0,0.027314294
2.0,0.041485287
0.0,0.047361128
0.0,0.052301805
0.0,0.053608514
0.0,0.06989051
0.0,0.0885523
0.0,0.03200307
0.0,0.0075916103
0.0,0.027791144
0.0,0.0055642165
0.0,0.068092644
0.0,0.068418324
0.0,0.015454941
0.0,0.06441847
0.0,0.054318316
0.0,0.05425526
0.0,0.0108850375
0.0,0.05149962
0.0,0.01733192
0.0,0.11248195
0.0,0.048701365
0.0,0.03547824
0.0,0.105088055
0.0,0.01009955
0.0,0.058119923
0.0,0.08213089
0.0,0.071662515
0.0,0.14852943
0.0,0.03037826
0.0,0.05830194
0.0,0.06959421
0.0,0.041334864
0.0,0.013670712
0.0,0.04472571
0.0,0.065809414
0.0,0.06469791
0.0,0.06426994
1.0,0.042322166
0.0,0.012601775
0.0,0.04951596
0.0,0.03477526
0.0,0.019326795
0.0,0.07030543
0.0,0.07354512
0.0,0.008195913
0.0,0.025179323
0.0,0.016266825
0.0,0.07938668
0.0,0.036240194
0.0,0.044348743
0.0,0.07438603
0.0,0.04387057
0.0,0.04423612
1.0,0.09143101
0.0,0.023824457
1.0,0.08513404
0.0,0.0075098947
0.0,0.008238596
0.0,0.050443698
0.0,0.033656083
0.0,0.0800761
0.0,0.0395312
0.0,0.06436491
0.0,0.072816566
0.0,0.04070247
0.0,0.012336862
