ClaimNb,Predicted
0.0,0.06374927
0.0,0.11509715
0.0,0.109723404
0.0,0.07800144
0.0,0.12004693
0.0,0.073227175
0.0,0.06521197
0.0,0.05259528
0.0,0.09698851
0.0,0.12275027
0.0,0.091561064
0.0,0.06822756
0.0,0.08270419
0.0,0.050006017
0.0,0.16018431
0.0,0.087723695
0.0,0.10197998
0.0,0.101646036
0.0,0.11604446
0.0,0.07848513
0.0,0.078853615
0.0,0.07410664
0.0,0.06425583
0.0,0.11248911
0.0,0.0791656
0.0,0.048013378
0.0,0.16767436
0.0,0.10536589
0.0,0.08512805
0.0,0.041250534
0.0,0.14168645
0.0,0.083730325
0.0,0.073254295
0.0,0.11413746
0.0,0.11404625
0.0,0.08707621
0.0,0.07427741
0.0,0.12776858
0.0,0.16727327
0.0,0.15179728
0.0,0.114352316
0.0,0.06428764
0.0,0.110403255
0.0,0.050198648
0.0,0.13629095
1.0,0.08359178
0.0,0.07162644
0.0,0.047155727
0.0,0.05641173
0.0,0.1312834
0.0,0.14829846
0.0,0.07791988
0.0,0.13253306
0.0,0.06363875
0.0,0.11995437
0.0,0.09367247
0.0,0.088909715
0.0,0.09379604
0.0,0.070461154
0.0,0.09999115
0.0,0.08774854
0.0,0.10188352
0.0,0.03630289
0.0,0.08648771
0.0,0.07808496
0.0,0.08772445
0.0,0.06778288
0.0,0.08303952
0.0,0.066232316
0.0,0.08592259
0.0,0.062258814
0.0,0.110273615
0.0,0.07598926
1.0,0.079032384
0.0,0.08515718
0.0,0.06669509
0.0,0.08002335
0.0,0.09556706
0.0,0.07159174
0.0,0.08002405
0.0,0.117263414
0.0,0.12185735
0.0,0.06911004
0.0,0.08308089
0.0,0.06850874
0.0,0.085667945
0.0,0.1207779
1.0,0.048910968
0.0,0.11769195
0.0,0.06743477
0.0,0.068017714
0.0,0.065609016
0.0,0.09376046
0.0,0.083126165
0.0,0.067524016
0.0,0.10891584
0.0,0.074087635
0.0,0.09441933
0.0,0.0505291
0.0,0.09592831
0.0,0.072142825
0.0,0.07542952
0.0,0.09319605
0.0,0.066505544
0.0,0.11892441
0.0,0.06690177
0.0,0.10984344
0.0,0.06971136
0.0,0.07728387
0.0,0.028956324
0.0,0.03106686
1.0,0.083230674
0.0,0.0742396
0.0,0.09321865
0.0,0.11846238
0.0,0.10214282
0.0,0.040146016
0.0,0.11836275
0.0,0.11915532
0.0,0.06572105
0.0,0.088736475
0.0,0.092221275
0.0,0.12210531
0.0,0.11744822
0.0,0.047282323
0.0,0.10382683
0.0,0.07081739
0.0,0.042938378
0.0,0.10978461
0.0,0.082186945
0.0,0.09273137
0.0,0.09418239
0.0,0.117379524
0.0,0.06709207
0.0,0.14425652
0.0,0.08402285
0.0,0.0781812
0.0,0.08108306
0.0,0.112988845
0.0,0.08100232
0.0,0.05685699
0.0,0.12769097
0.0,0.14472978
0.0,0.09901416
0.0,0.06571574
0.0,0.09430498
0.0,0.042175382
0.0,0.09979326
0.0,0.06961559
0.0,0.12533614
0.0,0.031404212
0.0,0.100256816
0.0,0.09890394
0.0,0.083001874
2.0,0.0819677
0.0,0.08156105
0.0,0.10930361
0.0,0.08788267
0.0,0.11224401
0.0,0.040059686
0.0,0.08545277
0.0,0.09890389
0.0,0.10627617
0.0,0.14289136
0.0,0.09594009
0.0,0.1006113
0.0,0.06983907
0.0,0.067128144
0.0,0.061560962
0.0,0.0992102
0.0,0.12950218
0.0,0.0873839
0.0,0.079330094
0.0,0.07756203
0.0,0.06761916
0.0,0.08184007
0.0,0.031685565
0.0,0.11830429
0.0,0.043457307
0.0,0.07500476
0.0,0.10112132
0.0,0.019430036
0.0,0.06464531
0.0,0.09062795
0.0,0.084756345
0.0,0.07577737
0.0,0.122621976
0.0,0.07226637
0.0,0.098309964
0.0,0.13687326
0.0,0.036259778
1.0,0.08156294
0.0,0.1358818
0.0,0.082242265
0.0,0.043532863
0.0,0.12687929
0.0,0.064650245
0.0,0.07201579
0.0,0.10955122
0.0,0.12341605
0.0,0.11712287
0.0,0.06666463
0.0,0.09342793
0.0,0.07149561
0.0,0.11012244
0.0,0.083906665
0.0,0.08552221
1.0,0.04839743
0.0,0.09074251
1.0,0.038946666
0.0,0.09876427
0.0,0.09253124
0.0,0.085423544
0.0,0.09066499
0.0,0.058596965
0.0,0.085678466
0.0,0.09572073
0.0,0.04867044
0.0,0.09406222
0.0,0.09935964
0.0,0.11098625
0.0,0.048449114
0.0,0.05717763
0.0,0.079693995
